NIS5,TX_DESCR_NL_x,TX_ADM_DSTR_DESCR_NL,PROVINCE,REGION,year,week,CASES,cvacc,CD_REFNIS,POPULATION,GRI,CHI,SI,ESI,c1,c2,c3,c4,c5,c6,c7,c8,e1,e2,e3,e4,h1,h2,h3,h4,h5,h6,h7,h8,month,vacc_pct,date
21013.0,Sint-Gillis,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,44,417.0,0.0,21013,49678,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
21014.0,Sint-Joost-ten-Node,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,41,131.0,0.0,21014,27497,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
21014.0,Sint-Joost-ten-Node,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,42,272.0,0.0,21014,27497,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
21014.0,Sint-Joost-ten-Node,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,43,332.0,0.0,21014,27497,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
21014.0,Sint-Joost-ten-Node,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,44,247.0,0.0,21014,27497,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
21015.0,Schaarbeek,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,41,808.0,0.0,21015,132799,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
21015.0,Schaarbeek,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,42,1283.0,0.0,21015,132799,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
21015.0,Schaarbeek,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,43,1697.0,0.0,21015,132799,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
21015.0,Schaarbeek,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,44,1131.0,0.0,21015,132799,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
21016.0,Ukkel,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,41,346.0,0.0,21016,83980,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
21016.0,Ukkel,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,42,672.0,0.0,21016,83980,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
21016.0,Ukkel,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,43,970.0,0.0,21016,83980,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
21016.0,Ukkel,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,44,767.0,0.0,21016,83980,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
21017.0,Watermaal-Bosvoorde,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,41,130.0,0.0,21017,25332,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
21017.0,Watermaal-Bosvoorde,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,42,206.0,0.0,21017,25332,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
21017.0,Watermaal-Bosvoorde,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,43,289.0,0.0,21017,25332,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
21017.0,Watermaal-Bosvoorde,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,44,250.0,0.0,21017,25332,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
21018.0,Sint-Lambrechts-Woluwe,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,41,263.0,0.0,21018,57712,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
21018.0,Sint-Lambrechts-Woluwe,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,42,413.0,0.0,21018,57712,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
21018.0,Sint-Lambrechts-Woluwe,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,43,622.0,0.0,21018,57712,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
21018.0,Sint-Lambrechts-Woluwe,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,44,411.0,0.0,21018,57712,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
21019.0,Sint-Pieters-Woluwe,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,41,196.0,0.0,21019,42119,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
21019.0,Sint-Pieters-Woluwe,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,42,263.0,0.0,21019,42119,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
21019.0,Sint-Pieters-Woluwe,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,43,473.0,0.0,21019,42119,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
21019.0,Sint-Pieters-Woluwe,Arrondissement Brussel-Hoofdstad,Brussels,Brussels,2020,44,350.0,0.0,21019,42119,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23002.0,Asse,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,137.0,0.0,23002,33505,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23002.0,Asse,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,279.0,0.0,23002,33505,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23002.0,Asse,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,389.0,0.0,23002,33505,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23002.0,Asse,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,283.0,0.0,23002,33505,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23003.0,Beersel,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,85.0,0.0,23003,25343,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23003.0,Beersel,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,203.0,0.0,23003,25343,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23003.0,Beersel,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,246.0,0.0,23003,25343,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23003.0,Beersel,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,201.0,0.0,23003,25343,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23009.0,Bever,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,5.0,0.0,23009,2178,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23009.0,Bever,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,7.0,0.0,23009,2178,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23009.0,Bever,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,10.0,0.0,23009,2178,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23009.0,Bever,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,10.0,0.0,23009,2178,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23016.0,Dilbeek,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,225.0,0.0,23016,43423,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23016.0,Dilbeek,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,380.0,0.0,23016,43423,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23016.0,Dilbeek,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,567.0,0.0,23016,43423,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23016.0,Dilbeek,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,442.0,0.0,23016,43423,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23023.0,Galmaarden,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,14.0,0.0,23023,8836,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23023.0,Galmaarden,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,51.0,0.0,23023,8836,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23023.0,Galmaarden,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,75.0,0.0,23023,8836,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23023.0,Galmaarden,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,69.0,0.0,23023,8836,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23024.0,Gooik,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,10.0,0.0,23024,9189,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23024.0,Gooik,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,35.0,0.0,23024,9189,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23024.0,Gooik,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,82.0,0.0,23024,9189,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23024.0,Gooik,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,48.0,0.0,23024,9189,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23025.0,Grimbergen,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,136.0,0.0,23025,37972,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23025.0,Grimbergen,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,300.0,0.0,23025,37972,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23025.0,Grimbergen,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,388.0,0.0,23025,37972,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23025.0,Grimbergen,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,294.0,0.0,23025,37972,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23027.0,Halle (Halle-Vilvoorde),Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,128.0,0.0,23027,40182,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23027.0,Halle (Halle-Vilvoorde),Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,238.0,0.0,23027,40182,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23027.0,Halle (Halle-Vilvoorde),Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,279.0,0.0,23027,40182,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23027.0,Halle (Halle-Vilvoorde),Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,216.0,0.0,23027,40182,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23032.0,Herne,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,10.0,0.0,23032,6699,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23032.0,Herne,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,26.0,0.0,23032,6699,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23032.0,Herne,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,43.0,0.0,23032,6699,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23032.0,Herne,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,34.0,0.0,23032,6699,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23033.0,Hoeilaart,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,38.0,0.0,23033,11408,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23033.0,Hoeilaart,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,63.0,0.0,23033,11408,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23033.0,Hoeilaart,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,103.0,0.0,23033,11408,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
23033.0,Hoeilaart,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,44,65.0,0.0,23033,11408,63.68857142857143,58.5,56.74428571428571,100.0,52.38095238095239,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,100.0,100.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-26
23038.0,Kampenhout,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,41,18.0,0.0,23038,12129,53.20285714285715,52.38,47.21999999999999,58.92857142857143,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,67.85714285714286,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-05
23038.0,Kampenhout,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,42,45.0,0.0,23038,12129,50.52,52.38,47.21999999999999,37.5,33.333333333333336,66.66666666666667,50.0,100.0,0.0,0.0,0.0,75.0,25.0,50.0,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-12
23038.0,Kampenhout,Arrondissement Halle-Vilvoorde,VlaamsBrabant,Flanders,2020,43,77.0,0.0,23038,12129,58.037142857142854,57.14,54.63,64.28571428571429,33.333333333333336,66.66666666666667,50.0,100.0,0.0,66.66666666666667,0.0,75.0,57.142857142857146,71.42857142857143,0.0,0.0,100.0,66.66666666666667,100.0,0.0,0.0,75.0,0.0,66.66666666666667,10,0.0,2020-10-19
